# Extracted band/energy data from diamond_pd_projwfc.out
# nkstot   = 2
# nbnd     = 863
# natomwfc = 860
# n_atoms  = 215

# Total k-point blocks found in file = 2
# Analysis mode = SPIN POLARIZED

============================================================
SPIN UP
============================================================

--- k-point 1  (k = 0.0000000000 0.0000000000 0.0000000000) ---

Band 1   energy = -8.32915 eV
143     0.000100       0.000000       0.000000       0.000000       0.000100       
152     0.000100       0.000000       0.000000       0.000000       0.000100       
tot     0.003298       0.000114       0.000106       0.000541       0.993000

Band 30   energy = -4.30406 eV
atom    s              p_x            p_y            p_z            tot            
1       0.000196       0.000000       0.000001       0.000000       0.000197       
47      0.000100       0.000000       0.000001       0.000000       0.000101       
108     0.000196       0.000000       0.000000       0.000000       0.000196       
149     0.000121       0.000000       0.000001       0.000000       0.000122       
172     0.000121       0.000001       0.000000       0.000000       0.000122       
206     0.000169       0.000000       0.000000       0.000000       0.000169       
tot     0.003187       0.000328       0.000334       0.000037       0.993000

Band 31   energy = -4.28625 eV
atom    s              p_x            p_y            p_z            tot            
82      0.000169       0.000001       0.000001       0.000000       0.000171       
107     0.000121       0.000000       0.000000       0.000004       0.000125       
117     0.000256       0.000000       0.000000       0.000000       0.000256       
155     0.000144       0.000000       0.000000       0.000000       0.000144       
180     0.000144       0.000000       0.000000       0.000000       0.000144       
214     0.000225       0.000000       0.000000       0.000000       0.000225       
tot     0.003339       0.000334       0.000332       0.000047       0.993000

Band 32   energy = -4.28595 eV
atom    s              p_x            p_y            p_z            tot            
47      0.000144       0.000001       0.000000       0.000000       0.000145       
54      0.000121       0.000000       0.000000       0.000000       0.000121       
76      0.000144       0.000000       0.000000       0.000000       0.000144       
81      0.000121       0.000000       0.000000       0.000000       0.000121       
126     0.000144       0.000000       0.000000       0.000000       0.000144       
128     0.000144       0.000000       0.000000       0.000000       0.000144       
tot     0.003443       0.000117       0.000110       0.000538       0.993000

Band 33   energy = -4.22913 eV
atom    s              p_x            p_y            p_z            tot            
10      0.000289       0.000000       0.000000       0.000001       0.000290       
49      0.000289       0.000000       0.000000       0.000001       0.000290       
74      0.000289       0.000000       0.000000       0.000001       0.000290       
90      0.000256       0.000000       0.000000       0.000000       0.000256       
125     0.000484       0.000000       0.000000       0.000001       0.000485       
145     0.000100       0.000000       0.000000       0.000000       0.000100       
tot     0.004014       0.000270       0.000265       0.000255       0.993000

Band 34   energy = -3.68298 eV
atom    s              p_x            p_y            p_z            tot            
14      0.000049       0.000009       0.000049       0.000100       0.000207       
41      0.000049       0.000289       0.000000       0.000004       0.000342       
68      0.000049       0.000001       0.000324       0.000000       0.000374       
159     0.000144       0.000000       0.000000       0.000000       0.000144       
184     0.000144       0.000000       0.000000       0.000000       0.000144       
215     0.010000       0.000004       0.000000       0.000016       0.010020       
tot     0.011988       0.000469       0.000563       0.000253       0.994000

Band 35   energy = -3.44279 eV
atom    s              p_x            p_y            p_z            tot            
11      0.000324       0.000000       0.000004       0.000000       0.000328       
13      0.000324       0.000000       0.000000       0.000004       0.000328       
40      0.000324       0.000001       0.000001       0.000000       0.000326       
50      0.000289       0.000000       0.000001       0.000000       0.000290       
65      0.000324       0.000001       0.000004       0.000000       0.000329       
77      0.000289       0.000000       0.000000       0.000001       0.000290       
tot     0.005932       0.000396       0.000393       0.000373       0.994000

Band 36   energy = -3.42694 eV
atom    s              p_x            p_y            p_z            tot            
23      0.000361       0.000001       0.000004       0.000004       0.000370       
27      0.000361       0.000004       0.000001       0.000000       0.000366       
91      0.000529       0.000000       0.000001       0.000000       0.000530       
98      0.000256       0.000000       0.000000       0.000001       0.000257       
129     0.001089       0.000000       0.000000       0.000001       0.001090       
133     0.000225       0.000000       0.000000       0.000004       0.000229       
tot     0.005046       0.000428       0.000410       0.000233       0.994000

Band 37   energy = -3.42688 eV
atom    s              p_x            p_y            p_z            tot            
30      0.000225       0.000000       0.000000       0.000004       0.000229       
38      0.000225       0.000009       0.000000       0.000001       0.000235       
100     0.000289       0.000000       0.000001       0.000000       0.000290       
102     0.000324       0.000000       0.000000       0.000000       0.000324       
118     0.000676       0.000000       0.000000       0.000000       0.000676       
120     0.000576       0.000000       0.000000       0.000000       0.000576       
tot     0.005109       0.000280       0.000382       0.000270       0.994000

Band 38   energy = -3.41228 eV
atom    s              p_x            p_y            p_z            tot            
140     0.000441       0.000001       0.000000       0.000000       0.000442       
155     0.000400       0.000000       0.000000       0.000000       0.000400       
163     0.000441       0.000000       0.000001       0.000000       0.000442       
180     0.000400       0.000000       0.000000       0.000000       0.000400       
211     0.000400       0.000000       0.000004       0.000000       0.000404       
213     0.000400       0.000001       0.000000       0.000000       0.000401       
tot     0.005568       0.000288       0.000256       0.000501       0.994000

Band 39   energy = -3.40876 eV
atom    s              p_x            p_y            p_z            tot            
9       0.000169       0.000001       0.000001       0.000000       0.000171       
91      0.000225       0.000004       0.000009       0.000001       0.000239       
188     0.000256       0.000000       0.000000       0.000000       0.000256       
196     0.000289       0.000000       0.000000       0.000000       0.000289       
197     0.000841       0.000000       0.000000       0.000001       0.000842       
205     0.000961       0.000000       0.000000       0.000000       0.000961       
tot     0.005044       0.000376       0.000405       0.000227       0.994000

Band 40   energy = -3.40847 eV
atom    s              p_x            p_y            p_z            tot            
144     0.000441       0.000000       0.000000       0.000000       0.000441       
145     0.000169       0.000001       0.000000       0.000000       0.000170       
159     0.000529       0.000000       0.000000       0.000000       0.000529       
160     0.000169       0.000000       0.000000       0.000000       0.000169       
173     0.000441       0.000000       0.000000       0.000000       0.000441       
184     0.000576       0.000000       0.000000       0.000000       0.000576       
tot     0.004933       0.000275       0.000273       0.000363       0.994000

Band 41   energy = -3.40291 eV
atom    s              p_x            p_y            p_z            tot            
49      0.000400       0.000001       0.000000       0.000004       0.000405       
74      0.000400       0.000000       0.000000       0.000004       0.000404       
110     0.000289       0.000001       0.000000       0.000000       0.000290       
114     0.000289       0.000000       0.000000       0.000000       0.000289       
137     0.000625       0.000000       0.000001       0.000000       0.000626       
162     0.000625       0.000004       0.000000       0.000000       0.000629       
