# EIG file: diamond.EIG   fdf file: diamond_scf.fdf
# Fermi energy (eV): -6.070552
# ElectronicTemperature: 0.025852 eV   OccupationFunction: FD   OccupationMPOrder: 1   degeneracy: 2.0
# k-index  spin  band  eigenvalue(eV)  occupation
   769     1      8        7.309918    0.000000
   769     1      9       11.073664    0.000000
   769     1     10       17.365489    0.000000
   769     1     11       20.009411    0.000000
   769     1     12       30.567464    0.000000
   769     1     13       36.649664    0.000000
   769     1     14       37.471089    0.000000
   769     1     15       44.322009    0.000000
   769     1     16       50.584859    0.000000
   769     1     17       53.554060    0.000000
   769     1     18       55.825359    0.000000
   769     1     19       60.522782    0.000000
   769     1     20       66.188106    0.000000
   769     1     21       73.141857    0.000000
   769     1     22       79.352215    0.000000
   769     1     23       94.466881    0.000000
   769     1     24      109.454680    0.000000
   769     1     25      110.226944    0.000000
   769     1     26      153.043681    0.000000
   770     1      1      -21.325146    2.000000
   770     1      2      -18.719945    2.000000
   770     1      3      -15.959184    2.000000
   770     1      4      -12.605846    2.000000
   770     1      5       -0.143020    0.000000
   770     1      6        4.327526    0.000000
   770     1      7        6.077078    0.000000
   770     1      8        6.719949    0.000000
   770     1      9       10.268514    0.000000
   770     1     10       16.936617    0.000000
   770     1     11       20.456429    0.000000
   770     1     12       30.971669    0.000000
   770     1     13       37.103145    0.000000
   770     1     14       42.800783    0.000000
   770     1     15       43.266703    0.000000
   770     1     16       48.993052    0.000000
   770     1     17       52.501746    0.000000
   770     1     18       56.571981    0.000000
   770     1     19       60.319032    0.000000
   770     1     20       67.641740    0.000000
   770     1     21       68.117743    0.000000
   770     1     22       74.818171    0.000000
   770     1     23       97.266822    0.000000
   770     1     24      106.030009    0.000000
   770     1     25      127.295452    0.000000
   770     1     26      169.759155    0.000000
   771     1      1      -20.231915    2.000000
   771     1      2      -19.056736    2.000000
   771     1      3      -16.478314    2.000000
   771     1      4      -13.343085    2.000000
   771     1      5       -0.841179    0.000000
   771     1      6        3.346533    0.000000
   771     1      7        6.281170    0.000000
   771     1      8        7.385639    0.000000
   771     1      9       11.646033    0.000000
   771     1     10       16.303978    0.000000
   771     1     11       22.253881    0.000000
   771     1     12       30.852661    0.000000
   771     1     13       37.085059    0.000000
   771     1     14       42.505274    0.000000
   771     1     15       46.895677    0.000000
   771     1     16       48.816411    0.000000
   771     1     17       50.419084    0.000000
   771     1     18       56.934370    0.000000
   771     1     19       60.482558    0.000000
   771     1     20       64.256830    0.000000
   771     1     21       68.266705    0.000000
   771     1     22       83.095217    0.000000
   771     1     23       85.871425    0.000000
   771     1     24       98.914989    0.000000
   771     1     25      141.896592    0.000000
   771     1     26      179.198556    0.000000
   772     1      1      -20.946175    2.000000
   772     1      2      -18.619894    2.000000
   772     1      3      -15.328674    2.000000
   772     1      4      -13.773147    2.000000
   772     1      5       -1.329170    0.000000
   772     1      6        0.710007    0.000000
   772     1      7        7.166856    0.000000
   772     1      8        8.151365    0.000000
   772     1      9       13.498223    0.000000
   772     1     10       15.626416    0.000000
   772     1     11       25.211546    0.000000
   772     1     12       30.317160    0.000000
   772     1     13       37.170658    0.000000
   772     1     14       41.808883    0.000000
   772     1     15       44.401260    0.000000
   772     1     16       50.000842    0.000000
   772     1     17       51.524713    0.000000
   772     1     18       57.993931    0.000000
   772     1     19       59.699535    0.000000
   772     1     20       60.337009    0.000000
   772     1     21       71.090662    0.000000
   772     1     22       74.792803    0.000000
   772     1     23       97.188906    0.000000
   772     1     24      102.026532    0.000000
   772     1     25      147.141565    0.000000
   772     1     26      177.736026    0.000000
   773     1      1      -22.372480    2.000000
   773     1      2      -17.405782    2.000000
   773     1      3      -14.016293    2.000000
   773     1      4      -13.726788    2.000000
   773     1      5       -2.154102    0.000000
   773     1      6       -0.503475    0.000000
   773     1      7        7.390319    0.000000
   773     1      8        8.213680    0.000000
   773     1      9       14.957505    0.000000
   773     1     10       15.251364    0.000000
   773     1     11       27.415879    0.000000
   773     1     12       31.647325    0.000000
   773     1     13       36.536982    0.000000
   773     1     14       40.599122    0.000000
   773     1     15       43.670156    0.000000
   773     1     16       46.786101    0.000000
   773     1     17       55.082703    0.000000
   773     1     18       56.124570    0.000000
   773     1     19       59.970511    0.000000
   773     1     20       66.045253    0.000000
   773     1     21       73.523033    0.000000
   773     1     22       80.476181    0.000000
   773     1     23      106.512507    0.000000
   773     1     24      108.798124    0.000000
   773     1     25      132.143352    0.000000
   773     1     26      166.453907    0.000000
   774     1      1      -23.577434    2.000000
   774     1      2      -16.108879    2.000000
   774     1      3      -13.578885    2.000000
   774     1      4      -13.023483    2.000000
   774     1      5       -2.805112    0.000000
   774     1      6       -0.036136    0.000000
   774     1      7        7.171925    0.000000
   774     1      8        7.226422    0.000000
   774     1      9       14.665493    0.000000
   774     1     10       16.025395    0.000000
   774     1     11       27.240072    0.000000
   774     1     12       35.038055    0.000000
   774     1     13       35.176648    0.000000
   774     1     14       38.938549    0.000000
   774     1     15       45.821209    0.000000
   774     1     16       47.123894    0.000000
   774     1     17       48.449704    0.000000
   774     1     18       57.835578    0.000000
   774     1     19       65.014023    0.000000
   774     1     20       78.870947    0.000000
   774     1     21       84.439646    0.000000
   774     1     22       86.365964    0.000000
   774     1     23       97.361841    0.000000
   774     1     24      121.752082    0.000000
   774     1     25      124.521475    0.000000
   774     1     26      156.470900    0.000000
   775     1      1      -24.465841    2.000000
   775     1      2      -15.054812    2.000000
   775     1      3      -13.350287    2.000000
   775     1      4      -12.561363    2.000000
   775     1      5       -2.220684    0.000000
   775     1      6        1.339572    0.000000
   775     1      7        5.462947    0.000000
   775     1      8        6.422578    0.000000
   775     1      9       14.821122    0.000000
   775     1     10       15.533448    0.000000
   775     1     11       25.043495    0.000000
   775     1     12       35.249127    0.000000
   775     1     13       36.040287    0.000000
   775     1     14       37.676156    0.000000
   775     1     15       41.152650    0.000000
   775     1     16       48.990044    0.000000
   775     1     17       49.807944    0.000000
   775     1     18       55.347720    0.000000
   775     1     19       71.418852    0.000000
   775     1     20       81.849075    0.000000
   775     1     21       84.994611    0.000000
   775     1     22       89.103209    0.000000
   775     1     23       96.618600    0.000000
   775     1     24      104.540995    0.000000
   775     1     25      130.668493    0.000000
   775     1     26      138.281081    0.000000
   776     1      1      -25.008648    2.000000
   776     1      2      -15.272553    2.000000
   776     1      3      -12.988088    2.000000
   776     1      4      -11.403520    2.000000
   776     1      5       -1.035592    0.000000
   776     1      6        3.321474    0.000000
   776     1      7        3.774482    0.000000
   776     1      8        5.051406    0.000000
   776     1      9       14.634342    0.000000
   776     1     10       15.380218    0.000000
   776     1     11       22.281931    0.000000
   776     1     12       31.795595    0.000000
   776     1     13       35.068614    0.000000
   776     1     14       39.379225    0.000000
   776     1     15       41.983131    0.000000
   776     1     16       47.156345    0.000000
   776     1     17       49.063669    0.000000
   776     1     18       56.722491    0.000000
   776     1     19       69.683549    0.000000
   776     1     20       79.125640    0.000000
   776     1     21       81.432947    0.000000
   776     1     22       84.128335    0.000000
   776     1     23       94.018174    0.000000
   776     1     24       99.572287    0.000000
   776     1     25      121.313881    0.000000
   776     1     26      141.007020    0.000000
   777     1      1      -25.195089    2.000000
   777     1      2      -16.377404    2.000000
   777     1      3      -12.000704    2.000000
   777     1      4      -10.251634    2.000000
   777     1      5        0.166670    0.000000
   777     1      6        1.792376    0.000000
   777     1      7        3.216368    0.000000
   777     1      8        6.319320    0.000000
   777     1      9       14.320716    0.000000
   777     1     10       15.683279    0.000000
   777     1     11       20.129203    0.000000
   777     1     12       28.656789    0.000000
   777     1     13       34.446721    0.000000
   777     1     14       38.075051    0.000000
   777     1     15       44.766060    0.000000
   777     1     16       47.699603    0.000000
   777     1     17       49.011438    0.000000
   777     1     18       59.032853    0.000000
   777     1     19       63.363957    0.000000
   777     1     20       69.728056    0.000000
   777     1     21       78.216955    0.000000
   777     1     22       79.647294    0.000000
   777     1     23       93.119230    0.000000
   777     1     24       99.782246    0.000000
   777     1     25      117.989237    0.000000
   777     1     26      174.516639    0.000000
   778     1      1      -25.024660    2.000000
   778     1      2      -17.456332    2.000000
   778     1      3      -11.054877    2.000000
   778     1      4       -9.812847    2.000000
   778     1      5        0.894881    0.000000
   778     1      6        1.089541    0.000000
   778     1      7        1.806823    0.000000
   778     1      8        7.856003    0.000000
   778     1      9       14.492670    0.000000
   778     1     10       16.782654    0.000000
   778     1     11       19.530615    0.000000
   778     1     12       27.011112    0.000000
   778     1     13       33.870695    0.000000
   778     1     14       35.110225    0.000000
   778     1     15       46.831277    0.000000
   778     1     16       47.691189    0.000000
   778     1     17       49.740881    0.000000
   778     1     18       61.095537    0.000000
   778     1     19       62.590854    0.000000
   778     1     20       63.547227    0.000000
   778     1     21       78.558803    0.000000
   778     1     22       79.379863    0.000000
   778     1     23       90.160397    0.000000
   778     1     24       96.231136    0.000000
   778     1     25      108.305993    0.000000
   778     1     26      191.589169    0.000000
   779     1      1      -24.508416    2.000000
   779     1      2      -18.278658    2.000000
   779     1      3      -10.635341    2.000000
   779     1      4      -10.472007    2.000000
   779     1      5        0.352995    0.000000
   779     1      6        1.787385    0.000000
   779     1      7        1.861642    0.000000
   779     1      8        7.898294    0.000000
   779     1      9       14.321234    0.000000
   779     1     10       17.613259    0.000000
   779     1     11       21.103540    0.000000
   779     1     12       27.152171    0.000000
   779     1     13       31.752011    0.000000
   779     1     14       35.332308    0.000000
   779     1     15       46.738336    0.000000
   779     1     16       48.753070    0.000000
   779     1     17       50.227148    0.000000
   779     1     18       58.244528    0.000000
   779     1     19       60.916141    0.000000
   779     1     20       65.931892    0.000000
   779     1     21       77.796555    0.000000
   779     1     22       80.262849    0.000000
   779     1     23       89.631711    0.000000
   779     1     24       95.890097    0.000000
   779     1     25      104.197411    0.000000
   779     1     26      187.204221    0.000000
   780     1      1      -23.672554    2.000000
   780     1      2      -18.763380    2.000000
   780     1      3      -12.136144    2.000000
   780     1      4      -10.862189    2.000000
   780     1      5        0.677633    0.000000
   780     1      6        1.628896    0.000000
   780     1      7        3.511432    0.000000
   780     1      8        7.521660    0.000000
   780     1      9       13.169845    0.000000
   780     1     10       17.603557    0.000000
   780     1     11       20.909663    0.000000
   780     1     12       29.881820    0.000000
   780     1     13       32.139033    0.000000
   780     1     14       36.472758    0.000000
   780     1     15       45.668496    0.000000
   780     1     16       49.616017    0.000000
   780     1     17       53.878936    0.000000
   780     1     18       56.322370    0.000000
   780     1     19       59.348606    0.000000
   780     1     20       65.208445    0.000000
   780     1     21       76.964962    0.000000
   780     1     22       80.203162    0.000000
   780     1     23       98.946670    0.000000
   780     1     24       99.321171    0.000000
   780     1     25      107.175723    0.000000
   780     1     26      157.554862    0.000000
   781     1      1      -22.596741    2.000000
   781     1      2      -19.805690    2.000000
   781     1      3      -12.883439    2.000000
   781     1      4      -11.036905    2.000000
   781     1      5        0.181752    0.000000
   781     1      6        2.705408    0.000000
   781     1      7        3.751312    0.000000
   781     1      8        8.070616    0.000000
   781     1      9       12.030400    0.000000
   781     1     10       19.085273    0.000000
   781     1     11       19.171310    0.000000
   781     1     12       31.220948    0.000000
   781     1     13       32.622464    0.000000
   781     1     14       35.840149    0.000000
   781     1     15       45.610466    0.000000
   781     1     16       50.385157    0.000000
   781     1     17       54.061084    0.000000
   781     1     18       56.142647    0.000000
   781     1     19       57.685096    0.000000
   781     1     20       64.928449    0.000000
   781     1     21       73.844200    0.000000
   781     1     22       89.323204    0.000000
   781     1     23       94.811965    0.000000
   781     1     24      102.045488    0.000000
   781     1     25      105.512254    0.000000
   781     1     26      145.034190    0.000000
   782     1      1      -21.690386    2.000000
   782     1      2      -19.360894    2.000000
   782     1      3      -14.851189    2.000000
   782     1      4      -11.923016    2.000000
   782     1      5       -0.763536    0.000000
   782     1      6        4.624967    0.000000
   782     1      7        5.675732    0.000000
   782     1      8        6.418147    0.000000
   782     1      9       10.919562    0.000000
   782     1     10       17.919427    0.000000
   782     1     11       19.984243    0.000000
   782     1     12       32.215230    0.000000
   782     1     13       33.410250    0.000000
   782     1     14       41.903669    0.000000
   782     1     15       44.626240    0.000000
   782     1     16       49.189288    0.000000
   782     1     17       54.493146    0.000000
   782     1     18       56.404726    0.000000
   782     1     19       59.372885    0.000000
   782     1     20       65.639499    0.000000
   782     1     21       70.391826    0.000000
   782     1     22       72.668274    0.000000
   782     1     23      107.725933    0.000000
   782     1     24      108.046376    0.000000
   782     1     25      116.009447    0.000000
   782     1     26      163.301409    0.000000
   783     1      1      -20.839201    2.000000
   783     1      2      -18.849299    2.000000
   783     1      3      -16.207156    2.000000
   783     1      4      -12.707684    2.000000
   783     1      5       -1.615126    0.000000
   783     1      6        3.390209    0.000000
   783     1      7        6.517221    0.000000
   783     1      8        7.576155    0.000000
   783     1      9       11.488342    0.000000
   783     1     10       17.126283    0.000000
   783     1     11       21.766514    0.000000
   783     1     12       32.958076    0.000000
   783     1     13       34.134690    0.000000
   783     1     14       44.241970    0.000000
   783     1     15       45.919056    0.000000
   783     1     16       48.714262    0.000000
   783     1     17       51.724882    0.000000
   783     1     18       59.164166    0.000000
   783     1     19       61.959352    0.000000
   783     1     20       64.135532    0.000000
   783     1     21       71.626758    0.000000
   783     1     22       77.822861    0.000000
   783     1     23      113.075340    0.000000
   783     1     24      115.613515    0.000000
   783     1     25      126.837121    0.000000
   783     1     26      177.211069    0.000000
   784     1      1      -20.035720    2.000000
   784     1      2      -19.657389    2.000000
   784     1      3      -15.555115    2.000000
   784     1      4      -13.251861    2.000000
   784     1      5       -2.191640    0.000000
   784     1      6        0.503610    0.000000
   784     1      7        7.923976    0.000000
   784     1      8        8.499719    0.000000
   784     1      9       13.173065    0.000000
   784     1     10       16.447432    0.000000
   784     1     11       24.365378    0.000000
   784     1     12       33.127508    0.000000
   784     1     13       34.659956    0.000000
   784     1     14       43.198764    0.000000
   784     1     15       45.881793    0.000000
   784     1     16       46.963783    0.000000
   784     1     17       57.796793    0.000000
   784     1     18       59.140108    0.000000
   784     1     19       59.585528    0.000000
   784     1     20       62.556716    0.000000
   784     1     21       72.425136    0.000000
   784     1     22       86.563436    0.000000
   784     1     23      116.304376    0.000000
   784     1     24      119.134583    0.000000
   784     1     25      125.528808    0.000000
   784     1     26      178.880047    0.000000
   785     1      1      -21.292548    2.000000
   785     1      2      -18.732493    2.000000
   785     1      3      -14.195002    2.000000
   785     1      4      -13.500086    2.000000
   785     1      5       -2.618712    0.000000
   785     1      6       -1.458838    0.000000
   785     1      7        8.561144    0.000000
   785     1      8        8.692880    0.000000
   785     1      9       14.898487    0.000000
   785     1     10       15.947980    0.000000
   785     1     11       27.874167    0.000000
   785     1     12       32.805827    0.000000
   785     1     13       34.716738    0.000000
   785     1     14       41.101792    0.000000
   785     1     15       44.290079    0.000000
   785     1     16       51.922136    0.000000
   785     1     17       51.934100    0.000000
   785     1     18       54.416134    0.000000
   785     1     19       62.517761    0.000000
   785     1     20       66.007627    0.000000
   785     1     21       67.362010    0.000000
   785     1     22       73.728164    0.000000
   785     1     23      107.043827    0.000000
   785     1     24      124.351012    0.000000
   785     1     25      124.848792    0.000000
   785     1     26      148.375338    0.000000
   786     1      1      -22.582204    2.000000
   786     1      2      -17.403374    2.000000
   786     1      3      -13.422156    2.000000
   786     1      4      -13.422127    2.000000
   786     1      5       -3.195000    0.000000
   786     1      6       -1.401243    0.000000
   786     1      7        8.298571    0.000000
   786     1      8        8.298632    0.000000
   786     1      9       14.943216    0.000000
   786     1     10       16.355276    0.000000
   786     1     11       30.616749    0.000000
   786     1     12       33.213752    0.000000
   786     1     13       33.213796    0.000000
   786     1     14       42.512297    0.000000
   786     1     15       45.213089    0.000000
   786     1     16       45.213224    0.000000
   786     1     17       46.202569    0.000000
   786     1     18       61.692891    0.000000
   786     1     19       65.818667    0.000000
   786     1     20       69.248680    0.000000
   786     1     21       69.249413    0.000000
   786     1     22       75.985944    0.000000
   786     1     23       96.089608    0.000000
   786     1     24      125.612687    0.000000
   786     1     25      125.616000    0.000000
   786     1     26      130.885295    0.000000
   787     1      1      -23.577434    2.000000
   787     1      2      -16.108871    2.000000
   787     1      3      -13.578867    2.000000
   787     1      4      -13.023512    2.000000
   787     1      5       -2.805112    0.000000
   787     1      6       -0.036133    0.000000
   787     1      7        7.171866    0.000000
   787     1      8        7.226473    0.000000
   787     1      9       14.665516    0.000000
   787     1     10       16.025393    0.000000
   787     1     11       27.240068    0.000000
   787     1     12       35.038094    0.000000
   787     1     13       35.176643    0.000000
   787     1     14       38.938535    0.000000
   787     1     15       45.821185    0.000000
   787     1     16       47.123912    0.000000
   787     1     17       48.449705    0.000000
   787     1     18       57.835553    0.000000
   787     1     19       65.014014    0.000000
   787     1     20       78.870993    0.000000
   787     1     21       84.439585    0.000000
   787     1     22       86.366084    0.000000
   787     1     23       97.361881    0.000000
   787     1     24      121.752046    0.000000
   787     1     25      124.521371    0.000000
   787     1     26      156.471012    0.000000
   788     1      1      -24.237059    2.000000
   788     1      2      -16.018817    2.000000
   788     1      3      -13.148191    2.000000
   788     1      4      -12.348081    2.000000
   788     1      5       -1.832509    0.000000
   788     1      6        2.398187    0.000000
   788     1      7        5.416216    0.000000
   788     1      8        5.547151    0.000000
   788     1      9       14.483863    0.000000
   788     1     10       15.923738    0.000000
   788     1     11       24.617073    0.000000
   788     1     12       32.224225    0.000000
   788     1     13       33.885322    0.000000
   788     1     14       39.474197    0.000000
   788     1     15       45.544516    0.000000
   788     1     16       50.200318    0.000000
   788     1     17       51.137138    0.000000
   788     1     18       53.347000    0.000000
   788     1     19       64.822102    0.000000
   788     1     20       82.473207    0.000000
   788     1     21       86.170269    0.000000
   788     1     22       86.406946    0.000000
   788     1     23       94.208862    0.000000
   788     1     24      122.687956    0.000000
   788     1     25      125.443465    0.000000
   788     1     26      134.133610    0.000000
   789     1      1      -24.547107    2.000000
   789     1      2      -17.121559    2.000000
   789     1      3      -11.723612    2.000000
   789     1      4      -11.484388    2.000000
   789     1      5       -0.696540    0.000000
   789     1      6        3.451289    0.000000
   789     1      7        3.572819    0.000000
   789     1      8        5.440984    0.000000
   789     1      9       14.139891    0.000000
   789     1     10       16.575494    0.000000
   789     1     11       22.659547    0.000000
   789     1     12       28.867907    0.000000
   789     1     13       32.516225    0.000000
   789     1     14       40.034786    0.000000
   789     1     15       44.304590    0.000000
   789     1     16       50.214380    0.000000
   789     1     17       51.659647    0.000000
   789     1     18       54.723089    0.000000
   789     1     19       63.164881    0.000000
   789     1     20       76.322972    0.000000
   789     1     21       77.611558    0.000000
   789     1     22       83.443488    0.000000
   789     1     23       92.036160    0.000000
   789     1     24       98.817239    0.000000
   789     1     25      116.940206    0.000000
   789     1     26      170.506498    0.000000
   790     1      1      -24.508416    2.000000
   790     1      2      -18.278658    2.000000
   790     1      3      -10.635341    2.000000
   790     1      4      -10.472007    2.000000
   790     1      5        0.352995    0.000000
   790     1      6        1.787385    0.000000
   790     1      7        1.861642    0.000000
   790     1      8        7.898294    0.000000
   790     1      9       14.321234    0.000000
   790     1     10       17.613259    0.000000
   790     1     11       21.103540    0.000000
   790     1     12       27.152171    0.000000
   790     1     13       31.752009    0.000000
   790     1     14       35.332309    0.000000
   790     1     15       46.738316    0.000000
   790     1     16       48.753163    0.000000
   790     1     17       50.227082    0.000000
   790     1     18       58.244478    0.000000
   790     1     19       60.916124    0.000000
   790     1     20       65.931972    0.000000
   790     1     21       77.796172    0.000000
   790     1     22       80.263103    0.000000
   790     1     23       89.631702    0.000000
   790     1     24       95.890162    0.000000
   790     1     25      104.196714    0.000000
   790     1     26      187.204644    0.000000
   791     1      1      -24.135570    2.000000
   791     1      2      -19.183809    2.000000
   791     1      3      -10.149534    2.000000
   791     1      4      -10.149534    2.000000
   791     1      5        0.951737    0.000000
   791     1      6        0.951737    0.000000
   791     1      7        1.204621    0.000000
   791     1      8        8.769651    0.000000
   791     1      9       14.595353    0.000000
   791     1     10       19.913795    0.000000
   791     1     11       19.913795    0.000000
   791     1     12       27.243795    0.000000
   791     1     13       31.621552    0.000000
   791     1     14       31.621556    0.000000
   791     1     15       47.289686    0.000000
   791     1     16       49.197258    0.000000
   791     1     17       49.197364    0.000000
   791     1     18       59.755995    0.000000
   791     1     19       59.756102    0.000000
   791     1     20       62.197954    0.000000
   791     1     21       80.287567    0.000000
   791     1     22       80.287982    0.000000
   791     1     23       89.826259    0.000000
   791     1     24       92.935465    0.000000
   791     1     25       92.935986    0.000000
   791     1     26      186.066237    0.000000
   792     1      1      -23.467071    2.000000
   792     1      2      -19.724008    2.000000
   792     1      3      -11.111632    2.000000
   792     1      4      -10.323397    2.000000
   792     1      5        0.904988    0.000000
   792     1      6        1.308690    0.000000
   792     1      7        1.950747    0.000000
   792     1      8        8.645214    0.000000
   792     1      9       13.867673    0.000000
   792     1     10       19.211160    0.000000
   792     1     11       20.676011    0.000000
   792     1     12       29.746055    0.000000
   792     1     13       31.081007    0.000000
   792     1     14       31.970093    0.000000
   792     1     15       46.604247    0.000000
   792     1     16       49.255822    0.000000
   792     1     17       51.634442    0.000000
   792     1     18       58.523307    0.000000
   792     1     19       58.533738    0.000000
   792     1     20       61.070438    0.000000
   792     1     21       77.720444    0.000000
   792     1     22       77.994722    0.000000
   792     1     23       94.779758    0.000000
   792     1     24       95.358578    0.000000
   792     1     25      100.826269    0.000000
   792     1     26      173.249382    0.000000
   793     1      1      -22.557730    2.000000
   793     1      2      -20.173167    2.000000
   793     1      3      -12.141265    2.000000
   793     1      4      -11.114130    2.000000
   793     1      5        0.858859    0.000000
   793     1      6        1.511910    0.000000
   793     1      7        3.594273    0.000000
   793     1      8        8.244580    0.000000
   793     1      9       12.523565    0.000000
   793     1     10       19.090734    0.000000
   793     1     11       20.853164    0.000000
   793     1     12       28.813350    0.000000
   793     1     13       33.772401    0.000000
   793     1     14       34.632512    0.000000
   793     1     15       45.667851    0.000000
   793     1     16       52.227385    0.000000
   793     1     17       52.509968    0.000000
   793     1     18       54.806386    0.000000
   793     1     19       60.865098    0.000000
   793     1     20       65.000989    0.000000
   793     1     21       74.612719    0.000000
   793     1     22       79.185161    0.000000
   793     1     23       98.592473    0.000000
   793     1     24      102.060895    0.000000
   793     1     25      110.941665    0.000000
   793     1     26      138.275788    0.000000
   794     1      1      -22.148533    2.000000
   794     1      2      -19.413229    2.000000
   794     1      3      -13.781124    2.000000
   794     1      4      -12.079572    2.000000
   794     1      5        0.181432    0.000000
   794     1      6        2.887538    0.000000
   794     1      7        5.451073    0.000000
   794     1      8        6.808397    0.000000
   794     1      9       11.416194    0.000000
   794     1     10       17.567597    0.000000
   794     1     11       21.288779    0.000000
   794     1     12       29.062155    0.000000
   794     1     13       35.239109    0.000000
   794     1     14       39.929983    0.000000
   794     1     15       43.384866    0.000000
   794     1     16       51.166570    0.000000
   794     1     17       53.994853    0.000000
   794     1     18       54.674550    0.000000
   794     1     19       62.576262    0.000000
   794     1     20       69.047877    0.000000
   794     1     21       75.375693    0.000000
   794     1     22       79.223053    0.000000
   794     1     23       91.794667    0.000000
   794     1     24      104.767802    0.000000
   794     1     25      124.792217    0.000000
   794     1     26      140.441668    0.000000
   795     1      1      -21.660524    2.000000
   795     1      2      -18.419445    2.000000
   795     1      3      -15.297591    2.000000
   795     1      4      -13.046306    2.000000
   795     1      5       -0.691613    0.000000
   795     1      6        3.597709    0.000000
   795     1      7        5.126131    0.000000
   795     1      8        7.245195    0.000000
   795     1      9       11.987022    0.000000
   795     1     10       16.407624    0.000000
   795     1     11       22.724665    0.000000
   795     1     12       30.104621    0.000000
   795     1     13       36.303331    0.000000
   795     1     14       41.187492    0.000000
   795     1     15       45.770295    0.000000
   795     1     16       48.342839    0.000000
   795     1     17       53.056420    0.000000
   795     1     18       55.975001    0.000000
   795     1     19       60.961895    0.000000
   795     1     20       64.159539    0.000000
   795     1     21       72.890144    0.000000
   795     1     22       83.799854    0.000000
   795     1     23       91.492183    0.000000
   795     1     24       97.729059    0.000000
   795     1     25      138.214047    0.000000
   795     1     26      171.217599    0.000000
   796     1      1      -20.946180    2.000000
   796     1      2      -18.619880    2.000000
   796     1      3      -15.328684    2.000000
   796     1      4      -13.773147    2.000000
   796     1      5       -1.329175    0.000000
   796     1      6        0.710012    0.000000
   796     1      7        7.166848    0.000000
   796     1      8        8.151368    0.000000
   796     1      9       13.498235    0.000000
   796     1     10       15.626424    0.000000
   796     1     11       25.211542    0.000000
   796     1     12       30.317165    0.000000
   796     1     13       37.170679    0.000000
   796     1     14       41.808861    0.000000
   796     1     15       44.401253    0.000000
   796     1     16       50.000842    0.000000
   796     1     17       51.524690    0.000000
   796     1     18       57.993904    0.000000
   796     1     19       59.699519    0.000000
   796     1     20       60.337025    0.000000
   796     1     21       71.090709    0.000000
   796     1     22       74.792821    0.000000
   796     1     23       97.188948    0.000000
   796     1     24      102.026540    0.000000
   796     1     25      147.141472    0.000000
   796     1     26      177.736078    0.000000
   797     1      1      -19.961445    2.000000
   797     1      2      -19.961432    2.000000
   797     1      3      -14.164486    2.000000
   797     1      4      -14.164459    2.000000
   797     1      5       -1.619810    0.000000
   797     1      6       -1.619798    0.000000
   797     1      7        8.568653    0.000000
   797     1      8        8.568712    0.000000
   797     1      9       15.114330    0.000000
   797     1     10       15.114348    0.000000
   797     1     11       28.995124    0.000000
   797     1     12       28.995135    0.000000
   797     1     13       38.862348    0.000000
   797     1     14       38.862381    0.000000
   797     1     15       47.014859    0.000000
   797     1     16       47.014893    0.000000
   797     1     17       53.813840    0.000000
   797     1     18       53.813936    0.000000
   797     1     19       61.201616    0.000000
   797     1     20       61.201709    0.000000
   797     1     21       70.645395    0.000000
   797     1     22       70.645514    0.000000
   797     1     23      113.679132    0.000000
   797     1     24      113.681357    0.000000
   797     1     25      147.831794    0.000000
   797     1     26      147.832475    0.000000
   798     1      1      -21.292548    2.000000
   798     1      2      -18.732491    2.000000
   798     1      3      -14.195030    2.000000
   798     1      4      -13.500057    2.000000
   798     1      5       -2.618724    0.000000
   798     1      6       -1.458829    0.000000
   798     1      7        8.561206    0.000000
   798     1      8        8.692818    0.000000
   798     1      9       14.898486    0.000000
   798     1     10       15.947985    0.000000
   798     1     11       27.874158    0.000000
   798     1     12       32.805832    0.000000
   798     1     13       34.716755    0.000000
   798     1     14       41.101765    0.000000
   798     1     15       44.290083    0.000000
   798     1     16       51.922124    0.000000
   798     1     17       51.934067    0.000000
   798     1     18       54.416122    0.000000
   798     1     19       62.517742    0.000000
   798     1     20       66.007625    0.000000
   798     1     21       67.361930    0.000000
   798     1     22       73.728275    0.000000
   798     1     23      107.043799    0.000000
   798     1     24      124.350975    0.000000
   798     1     25      124.848876    0.000000
   798     1     26      148.375525    0.000000
   799     1      1      -22.372481    2.000000
   799     1      2      -17.405774    2.000000
   799     1      3      -14.016289    2.000000
   799     1      4      -13.726799    2.000000
   799     1      5       -2.154109    0.000000
   799     1      6       -0.503468    0.000000
   799     1      7        7.390310    0.000000
   799     1      8        8.213683    0.000000
   799     1      9       14.957528    0.000000
   799     1     10       15.251363    0.000000
   799     1     11       27.415874    0.000000
   799     1     12       31.647328    0.000000
   799     1     13       36.537005    0.000000
   799     1     14       40.599111    0.000000
   799     1     15       43.670150    0.000000
   799     1     16       46.786067    0.000000
   799     1     17       55.082690    0.000000
   799     1     18       56.124573    0.000000
   799     1     19       59.970485    0.000000
   799     1     20       66.045260    0.000000
   799     1     21       73.523053    0.000000
   799     1     22       80.476194    0.000000
   799     1     23      106.512462    0.000000
   799     1     24      108.798104    0.000000
   799     1     25      132.143482    0.000000
   799     1     26      166.453982    0.000000
   800     1      1      -23.138958    2.000000
   800     1      2      -16.707611    2.000000
   800     1      3      -14.344460    2.000000
   800     1      4      -13.064571    2.000000
   800     1      5       -1.272480    0.000000
   800     1      6        1.701569    0.000000
   800     1      7        5.427647    0.000000
   800     1      8        7.197928    0.000000
